Time,SenderName,Sender,TalkerName,Talker,Content
2025-12-24 08:25:52,微凉梅子酒,yangxiao312,鸿学院短线交流群,24832362572@chatroom,"![图片](http://localhost:5030/image/a64ba6091b5102de9284304b5e34bf82,msg\attach\1880bf501b52415609806d60fdc5a343\2025-12\Img\6833373978dd42c8687e0bbed49b4a49)"
2025-12-24 08:26:10,微凉梅子酒,yangxiao312,鸿学院短线交流群,24832362572@chatroom,我上周六感觉这周金要涨，赶紧买了一个这个
2025-12-24 08:26:52,易,wxid_g4bzddmgf5bm21,鸿学院短线交流群,24832362572@chatroom,"![图片](http://localhost:5030/image/68cc05c49c4a743a55d0e00ba9bc63c0,msg\attach\1880bf501b52415609806d60fdc5a343\2025-12\Img\abcea8fb6d0f900ae7df97d027a52ada)"
2025-12-24 08:27:03,易,wxid_g4bzddmgf5bm21,鸿学院短线交流群,24832362572@chatroom,金币云商的20元一克的猫币都没有货了
2025-12-24 08:27:40,微凉梅子酒,yangxiao312,鸿学院短线交流群,24832362572@chatroom,熊猫币一般大盘价加6块钱
2025-12-24 08:28:09,Vivi,wxid_vbwpsc3qb03112,鸿学院短线交流群,24832362572@chatroom,"> 易(wxid_g4bzddmgf5bm21) 12-24 08:23:00
> @Vivi 您这猫币买的早，真有眼光[强]
当时还看了吉姆罗杰斯的书，也是说投资白银。但问题是没有地方存放。当时给我妈放起来。现在不知去哪儿了[破涕为笑]"
2025-12-24 08:28:55,微凉梅子酒,yangxiao312,鸿学院短线交流群,24832362572@chatroom,主要银没涨起来之前，银的销售价跟回收价差挺多的，不合算
2025-12-24 08:29:13,Vivi,wxid_vbwpsc3qb03112,鸿学院短线交流群,24832362572@chatroom,很多，所以当时买工行纸白银
2025-12-24 08:29:56,Vivi,wxid_vbwpsc3qb03112,鸿学院短线交流群,24832362572@chatroom,"> 微凉梅子酒(yangxiao312) 12-24 08:28:55
> 主要银没涨起来之前，银的销售价跟回收价差挺多的，不合算
没记错差价差不多有1元，白银才4元当时"
2025-12-24 08:30:20,Vivi,wxid_vbwpsc3qb03112,鸿学院短线交流群,24832362572@chatroom,可惜工行当时纸白银没拿住，哈哈。涨了几元就卖了
2025-12-24 08:30:26,曹兀,caopai1995,鸿学院短线交流群,24832362572@chatroom,纸白银买卖点差1块啊？
2025-12-24 08:30:36,Vivi,wxid_vbwpsc3qb03112,鸿学院短线交流群,24832362572@chatroom,"> 彩虹恋爱导师曹兀(caopai1995) 12-24 08:30:26
> 纸白银买卖点差1块啊？
实物白银"
2025-12-24 08:30:41,Vivi,wxid_vbwpsc3qb03112,鸿学院短线交流群,24832362572@chatroom,20年前
2025-12-24 08:31:07,Vivi,wxid_vbwpsc3qb03112,鸿学院短线交流群,24832362572@chatroom,反正算过买实物投资跟当冤大头差不多
2025-12-24 08:31:18,Vivi,wxid_vbwpsc3qb03112,鸿学院短线交流群,24832362572@chatroom,又不认识原料商
2025-12-24 08:31:53,Vivi,wxid_vbwpsc3qb03112,鸿学院短线交流群,24832362572@chatroom,所以就买了猫币，猫币其实也溢价很多，所以当收藏品买也没买多少
2025-12-24 08:34:34,易,wxid_g4bzddmgf5bm21,鸿学院短线交流群,24832362572@chatroom,@Vivi 开始猫币最便宜多钱
2025-12-24 08:35:18,曹兀,caopai1995,鸿学院短线交流群,24832362572@chatroom,100多一个
2025-12-24 08:35:25,曹兀,caopai1995,鸿学院短线交流群,24832362572@chatroom,现在530
2025-12-24 08:38:00,微凉梅子酒,yangxiao312,鸿学院短线交流群,24832362572@chatroom,买纸黄金，纸白银就是这样，跟实物不一样，拿不住。你有一定获利了，你可能就想走了，怕跌。实物有时候你就反正满放着，放着放着反而能吃到大头
2025-12-24 08:38:39,聂雅珣,nieyaxun,鸿学院短线交流群,24832362572@chatroom,哪位大佬有黄金白银最新的租借利率啊？
2025-12-24 08:38:50,聂雅珣,nieyaxun,鸿学院短线交流群,24832362572@chatroom,看看有没有挤兑
2025-12-24 08:39:15,曹兀,caopai1995,鸿学院短线交流群,24832362572@chatroom,实物确实不好出，你就会留着
2025-12-24 08:39:49,Vivi,wxid_vbwpsc3qb03112,鸿学院短线交流群,24832362572@chatroom,"> 易(wxid_g4bzddmgf5bm21) 12-24 08:34:34
> @Vivi 开始猫币最便宜多钱
一百多。但有些年份久远稀缺的当时也可以卖到好几百一个"
2025-12-24 08:41:15,易,wxid_g4bzddmgf5bm21,鸿学院短线交流群,24832362572@chatroom,现在看真是合适啊
2025-12-24 08:41:44,Vivi,wxid_vbwpsc3qb03112,鸿学院短线交流群,24832362572@chatroom,"> 微凉梅子酒(yangxiao312) 12-24 08:38:00
> 买纸黄金，纸白银就是这样，跟实物不一样，拿不住。你有一定获利了，你可能就想走了，怕跌。实物有时候你就反正满放着，放着放着反而能吃到大头
是啊。所以要把实物放在又远拿又麻烦的地方，不想动[破涕为笑]"
2025-12-24 08:42:17,易,wxid_g4bzddmgf5bm21,鸿学院短线交流群,24832362572@chatroom,@彩虹恋爱导师曹兀 你买的那家闲鱼猫币价格多少了
2025-12-24 08:42:25,,系统消息,鸿学院短线交流群,24832362572@chatroom,"""易"" 撤回了一条消息"
2025-12-24 08:42:36,易,wxid_g4bzddmgf5bm21,鸿学院短线交流群,24832362572@chatroom,也530了吗
2025-12-24 08:44:14,芦苇,wxid_v8napafgcead12,鸿学院短线交流群,24832362572@chatroom,今天是最后一波上涨了吗？
2025-12-24 08:45:16,Mars敏,wxid_1sn0mvh76lxu11,鸿学院短线交流群,24832362572@chatroom,今明两天国外不是休市吗
2025-12-24 08:45:50,芦苇,wxid_v8napafgcead12,鸿学院短线交流群,24832362572@chatroom,好像昨天晚上2点  纽约期货盘休市了
2025-12-24 08:46:02,,系统消息,鸿学院短线交流群,24832362572@chatroom,"""芦苇"" 撤回了一条消息"
2025-12-24 08:46:24,芦苇,wxid_v8napafgcead12,鸿学院短线交流群,24832362572@chatroom,"> 芦苇(wxid_v8napafgcead12) 12-24 08:45:50
> 好像昨天晚上2点  纽约期货盘休市了
凌晨2点左右"
2025-12-24 08:47:03,Mars敏,wxid_1sn0mvh76lxu11,鸿学院短线交流群,24832362572@chatroom,伦敦呢
2025-12-24 08:47:17,Mars敏,wxid_1sn0mvh76lxu11,鸿学院短线交流群,24832362572@chatroom,comex停了
2025-12-24 08:47:24,Mars敏,wxid_1sn0mvh76lxu11,鸿学院短线交流群,24832362572@chatroom,伦敦还在
2025-12-24 08:47:57,芦苇,wxid_v8napafgcead12,鸿学院短线交流群,24832362572@chatroom,但是伦敦一直开盘中，打错字
2025-12-24 08:50:33,曹兀,caopai1995,鸿学院短线交流群,24832362572@chatroom,"> 易(wxid_g4bzddmgf5bm21) 12-24 08:42:17
> @彩虹恋爱导师曹兀 你买的那家闲鱼猫币价格多少了
现在30克都500多了"
2025-12-24 08:50:45,曹兀,caopai1995,鸿学院短线交流群,24832362572@chatroom,有防伪盒子的要加30以上
2025-12-24 08:53:14,易,wxid_g4bzddmgf5bm21,鸿学院短线交流群,24832362572@chatroom,那你这也赚到了
2025-12-24 08:59:02,Vivi,wxid_vbwpsc3qb03112,鸿学院短线交流群,24832362572@chatroom,"![图片](http://localhost:5030/image/2ac58cf6b97d67ec15874ecdc69754d2,msg\attach\1880bf501b52415609806d60fdc5a343\2025-12\Img\2f01235e02433304d1c6e9aae86d02c2)"
2025-12-24 08:59:10,Vivi,wxid_vbwpsc3qb03112,鸿学院短线交流群,24832362572@chatroom,金币云商又断货了[偷笑]
2025-12-24 08:59:46,微凉梅子酒,yangxiao312,鸿学院短线交流群,24832362572@chatroom,"![图片](http://localhost:5030/image/d9ebb47981b032872869d07b1db0c434,msg\attach\1880bf501b52415609806d60fdc5a343\2025-12\Img\19ef8ea66180cab753f6a2364e557e9a)"
2025-12-24 08:59:54,微凉梅子酒,yangxiao312,鸿学院短线交流群,24832362572@chatroom,这个铜还挺重的，是不是还可以卖点钱[偷笑]
2025-12-24 09:00:25,Vivi,wxid_vbwpsc3qb03112,鸿学院短线交流群,24832362572@chatroom,先藏着[偷笑]
2025-12-24 09:01:09,,"<msg><appmsg appid="""" sdkver=""0""><title>@微凉梅子酒 上面的是金的，是吗</title><des></des><action></action><type>57</type><showtype>0</showtype><soundtype>0</soundtype><mediatagname></mediatagname><messageext></messageext><messageaction></messageaction><content></content><contentattr>0</contentattr><url></url><lowurl></lowurl><dataurl></dataurl><lowdataurl></lowdataurl><songalbumurl></songalbumurl><songlyric></songlyric><template_id></template_id><appattach><totallen>0</totallen><attachid></attachid><emoticonmd5></emoticonmd5><fileext></fileext><aeskey></aeskey></appattach><extinfo></extinfo><sourceusername></sourceusername><sourcedisplayname></sourcedisplayname><thumburl></thumburl><md5></md5><statextstr></statextstr><refermsg><content>yangxiao312",鸿学院短线交流群,24832362572@chatroom,[引用]
2025-12-24 09:01:12,芦苇,wxid_v8napafgcead12,鸿学院短线交流群,24832362572@chatroom,"> 微凉梅子酒(yangxiao312) 12-24 08:59:46
> ![图片](http://localhost:5030/image/d9ebb47981b032872869d07b1db0c434)
这是黄铜吧"
2025-12-24 09:01:50,微凉梅子酒,yangxiao312,鸿学院短线交流群,24832362572@chatroom,"> 微凉梅子酒(yangxiao312) 12-24 08:25:49
> ![图片](http://localhost:5030/image/17b905eb3e98c1eb882fc9bb2edb37dd)
是啊，快递刚刚到，就分享下[偷笑]"
2025-12-24 09:02:14,微凉梅子酒,yangxiao312,鸿学院短线交流群,24832362572@chatroom,铜真是买不了实物，太重了
2025-12-24 09:02:25,,wxid_az1b2y23mssh21,鸿学院短线交流群,24832362572@chatroom,[强]
2025-12-24 09:03:05,易,wxid_g4bzddmgf5bm21,鸿学院短线交流群,24832362572@chatroom,@微凉梅子酒 这个金虎摆件多钱一克
2025-12-24 09:04:52,微凉梅子酒,yangxiao312,鸿学院短线交流群,24832362572@chatroom,中行官网是12万3，我周六9万9买的
2025-12-24 09:05:17,微凉梅子酒,yangxiao312,鸿学院短线交流群,24832362572@chatroom,一百克
2025-12-24 09:06:02,芦苇,wxid_v8napafgcead12,鸿学院短线交流群,24832362572@chatroom,可以的，拿实物最好，不会被震出来
2025-12-24 09:06:38,微凉梅子酒,yangxiao312,鸿学院短线交流群,24832362572@chatroom,无所谓啦，正常也不会去卖，半投资半喜好
2025-12-24 09:07:08,奥利奥,wxid_1srslg6ifs8b22,鸿学院短线交流群,24832362572@chatroom,"![图片](http://localhost:5030/image/7d30a77a01a47f4526b3006ddb4860d1,msg\attach\1880bf501b52415609806d60fdc5a343\2025-12\Img\e8eec1cce6a8de776620cfe329e36d86)"
2025-12-24 09:07:15,奥利奥,wxid_1srslg6ifs8b22,鸿学院短线交流群,24832362572@chatroom,日元carry trade后果来了
2025-12-24 09:08:11,芦苇,wxid_v8napafgcead12,鸿学院短线交流群,24832362572@chatroom,"> 彩虹恋爱导师曹兀(caopai1995) 12-24 08:06:27
> 老宋不是说白银不如黄金吗，毕竟不属于世界公认货币
规律变了，10月份 印度这一波，把伦敦的白银给掀了个老底"
2025-12-24 09:08:26,王迅,wxid_wkp11bmhfqpw22,鸿学院短线交流群,24832362572@chatroom,"> 微凉梅子酒(yangxiao312) 12-24 08:59:46
> ![图片](http://localhost:5030/image/d9ebb47981b032872869d07b1db0c434)
我喜欢这个可以给个链接吗"
2025-12-24 09:08:32,王迅,wxid_wkp11bmhfqpw22,鸿学院短线交流群,24832362572@chatroom,@微凉梅子酒 
2025-12-24 09:08:59,微凉梅子酒,yangxiao312,鸿学院短线交流群,24832362572@chatroom,中国工商银行app里，有个实物贵金属板块可以买
2025-12-24 09:09:09,王迅,wxid_wkp11bmhfqpw22,鸿学院短线交流群,24832362572@chatroom,行
2025-12-24 09:09:11,王迅,wxid_wkp11bmhfqpw22,鸿学院短线交流群,24832362572@chatroom,谢谢
2025-12-24 09:09:50,此时正当时,wxid_99xhz8ex6wtq22,鸿学院短线交流群,24832362572@chatroom,"> 奥利奥(wxid_1srslg6ifs8b22) 12-24 09:07:08
> ![图片](http://localhost:5030/image/7d30a77a01a47f4526b3006ddb4860d1)
大佬，日元套利交易要开始反转了吗？"
2025-12-24 09:10:03,奥利奥,wxid_1srslg6ifs8b22,鸿学院短线交流群,24832362572@chatroom,一直都在反转啊
2025-12-24 09:10:14,奥利奥,wxid_1srslg6ifs8b22,鸿学院短线交流群,24832362572@chatroom,今年一年利差都在收窄
2025-12-24 09:10:23,奥利奥,wxid_1srslg6ifs8b22,鸿学院短线交流群,24832362572@chatroom,只是昨天利差突然跳升
2025-12-24 09:10:36,奥利奥,wxid_1srslg6ifs8b22,鸿学院短线交流群,24832362572@chatroom,然后全球商品都在暴涨
2025-12-24 09:10:47,奥利奥,wxid_1srslg6ifs8b22,鸿学院短线交流群,24832362572@chatroom,所以可能是长端国债都被抛售
2025-12-24 09:10:51,奥利奥,wxid_1srslg6ifs8b22,鸿学院短线交流群,24832362572@chatroom,然后换商品
2025-12-24 09:10:57,奥利奥,wxid_1srslg6ifs8b22,鸿学院短线交流群,24832362572@chatroom,这是我的猜想
2025-12-24 09:11:27,奥利奥,wxid_1srslg6ifs8b22,鸿学院短线交流群,24832362572@chatroom,昨天黄白本来要调整
2025-12-24 09:11:32,奥利奥,wxid_1srslg6ifs8b22,鸿学院短线交流群,24832362572@chatroom,硬生生被顶上去
2025-12-24 09:11:56,此时正当时,wxid_99xhz8ex6wtq22,鸿学院短线交流群,24832362572@chatroom,有没有可能是节假日得影响
2025-12-24 09:12:22,奥利奥,wxid_1srslg6ifs8b22,鸿学院短线交流群,24832362572@chatroom,节假日不是跌吗
2025-12-24 09:14:12,奥利奥,wxid_1srslg6ifs8b22,鸿学院短线交流群,24832362572@chatroom,"全球“影子银行”体系的流动性挤兑
你关注的 TONA 和 SOFR 是回购市场和非银金融机构最依赖的底层价格。

后果： 利差的快速波动会导致跨货币掉期（Cross-Currency Basis Swaps）成本飙升。对于那些依赖日元廉价融资来支撑杠杆套利的“影子银行”机构，这可能引发保证金通知（Margin Calls）和强制平仓，VIX 波动率指数通常会随之大幅跳升。"
2025-12-24 09:14:21,奥利奥,wxid_1srslg6ifs8b22,鸿学院短线交流群,24832362572@chatroom,gemini解释
2025-12-24 09:18:16,二月半·妈妈不让我和傻子说话,wxid_76gxa4814bjk41,鸿学院短线交流群,24832362572@chatroom,"> 微凉梅子酒(yangxiao312) 12-24 09:02:14
> 铜真是买不了实物，太重了
家门口照人铸个鼎，再弄俩铜狮子"
2025-12-24 09:20:49,微凉梅子酒,yangxiao312,鸿学院短线交流群,24832362572@chatroom,国庆前想屯实物铜，铜便宜，随便买都是几十吨[捂脸]，仓储更贵
2025-12-24 09:20:51,Vivi,wxid_vbwpsc3qb03112,鸿学院短线交流群,24832362572@chatroom,"> 二月半·妈妈不让我和傻子说话(wxid_76gxa4814bjk41) 12-24 09:18:16
> > [引用]
> 家门口照人铸个鼎，再弄俩铜狮子
最里面再包个金。想弄走都不容易"
2025-12-24 09:20:54,林捷-金银多,xiamenking,鸿学院短线交流群,24832362572@chatroom,家里家具全扔了，用纯银的打一套桌椅床柜子，藏富于家具。小偷来了未必看得出来[破涕为笑]
2025-12-24 09:21:56,Vivi,wxid_vbwpsc3qb03112,鸿学院短线交流群,24832362572@chatroom,"> 林捷-金银多(xiamenking) 12-24 09:20:54
> 家里家具全扔了，用纯银的打一套桌椅床柜子，藏富于家具。小偷来了未必看得出来[破涕为笑]
这个就怕家里人不识货卖了[偷笑]"
2025-12-24 09:22:04,二月半·妈妈不让我和傻子说话,wxid_76gxa4814bjk41,鸿学院短线交流群,24832362572@chatroom,"> Vivi(wxid_vbwpsc3qb03112) 12-24 09:20:51
> > [引用]
> 最里面再包个金。想弄走都不容易
好主意"
2025-12-24 09:22:37,，健,wxid_l8xh4adyc3vc22,鸿学院短线交流群,24832362572@chatroom,现在有卖金包银，可以买这个
2025-12-24 09:22:57,二月半·妈妈不让我和傻子说话,wxid_76gxa4814bjk41,鸿学院短线交流群,24832362572@chatroom,以后买银包金
2025-12-24 09:23:02,二月半·妈妈不让我和傻子说话,wxid_76gxa4814bjk41,鸿学院短线交流群,24832362572@chatroom,铜包银
2025-12-24 09:23:19,微凉梅子酒,yangxiao312,鸿学院短线交流群,24832362572@chatroom,哈哈，我最近还在看保险箱，好像集宝好一些
2025-12-24 09:23:24,双鱼,BICKHUANG,鸿学院短线交流群,24832362572@chatroom,我的gpt和gemini基本聊个3天左右都会断片，总是忘记前面的规则，大家有没有碰到？
2025-12-24 09:23:51,二月半·妈妈不让我和傻子说话,wxid_76gxa4814bjk41,鸿学院短线交流群,24832362572@chatroom,虎牌也不错
2025-12-24 09:23:57,Vivi,wxid_vbwpsc3qb03112,鸿学院短线交流群,24832362572@chatroom,"> 微凉梅子酒(yangxiao312) 12-24 09:23:19
> 哈哈，我最近还在看保险箱，好像集宝好一些
虎牌好像也不错"
2025-12-24 09:24:44,芦苇,wxid_v8napafgcead12,鸿学院短线交流群,24832362572@chatroom,"> 微凉梅子酒(yangxiao312) 12-24 09:20:49
> 国庆前想屯实物铜，铜便宜，随便买都是几十吨[捂脸]，仓储更贵
实物铜，自建房一层可以，一吨铜很大体积"
2025-12-24 09:25:17,，健,wxid_l8xh4adyc3vc22,鸿学院短线交流群,24832362572@chatroom,以后新人结婚不买金了，估计要去租了，租金业务不错[坏笑]
2025-12-24 09:25:19,Vivi,wxid_vbwpsc3qb03112,鸿学院短线交流群,24832362572@chatroom,我娃班上有个富二代，把妈的手势拿回学校送了个同学，同学妈妈发信息给富二代妈妈。富二代妈妈才发现首饰被拿了，后来都放保险箱了[破涕为笑]
2025-12-24 09:25:27,Vivi,wxid_vbwpsc3qb03112,鸿学院短线交流群,24832362572@chatroom,首饰
2025-12-24 09:25:32,林捷-金银多,xiamenking,鸿学院短线交流群,24832362572@chatroom,@Vivi 确实是
2025-12-24 09:25:55,我不吃肉_🥩,wxid_1780167803011,鸿学院短线交流群,24832362572@chatroom,整点铜？
2025-12-24 09:26:02,我不吃肉_🥩,wxid_1780167803011,鸿学院短线交流群,24832362572@chatroom,铜锭？
2025-12-24 09:26:10,我不吃肉_🥩,wxid_1780167803011,鸿学院短线交流群,24832362572@chatroom,铜线！
